Body_type,Kilometer_Driven,Transmission,Owner_No.,Original_equipment_manufacturer,Model,Model_year,Variant_name,Price,Insurance_validity,Fuel_type,Seats,Engine_displacement,Year_of_manufacture,Mileage,Max_power,Torque,Colour,Location,Features,Interior,Exterior
Hatchback,64487,Manual,2,Maruti,Maruti Baleno,2018,1.2 Zeta,0.5159098098177564,Not Available,Petrol,5,1197,2018,21.4,83.1,115,Nexa Blue,Hyderabad,9,3,29
Hatchback,95783,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,0.5159239803028451,Third Party,Petrol,5,1197,2017,21.4,83.1,115,Silver,Hyderabad,9,3,29
MUV,60000,Automatic,2,Tata,Tata Hexa,2019,XTA,0.5161259697597891,Third Party insurance,Diesel,7,2179,2019,17.6,153.86,400,Blue,Hyderabad,9,3,24
MUV,59108,Manual,1,Maruti,Maruti XL6,2021,Zeta,0.5160419075601097,Comprehensive,Petrol,6,1462,2021,19.01,103.2,0,Red,Hyderabad,9,3,26
Sedan,50000,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,Prime C 220d,0.5166903873862078,Third Party insurance,Diesel,5,1950,2019,12.6,194.0,400,Others,Hyderabad,9,3,29
SUV,31500,Manual,2,Nissan,Nissan Kicks,2020,1.3 Turbo XV Pre Option,0.5160656851537333,Comprehensive,Petrol,5,1330,2020,14.23,153.87,254,Silver,Hyderabad,9,3,25
SUV,128193,Manual,1,Mahindra,Mahindra XUV500,2015,W6 2WD,0.5159806620030227,Comprehensive,Diesel,7,2179,2015,15.1,140.0,330,White,Hyderabad,9,3,24
Sedan,87810,Manual,1,Hyundai,Hyundai Verna,2018,CRDi 1.6 SX Option,0.5160210120990465,Zero Dep,Diesel,5,1582,2018,22.0,126.2,0,White,Hyderabad,9,2,24
SUV,64951,Manual,2,Hyundai,Hyundai Creta,2017,1.6 VTVT SX Plus,0.5160198112104797,Comprehensive,Petrol,5,1591,2017,13.0,121.3,151,Silver,Hyderabad,9,3,24
Hatchback,50000,Manual,2,Hyundai,Hyundai Santro Xing,2012,GLS,0.5158401582808791,Third Party insurance,Petrol,5,1086,2012,17.92,62.1,96,Red,Hyderabad,9,3,25
SUV,97161,Manual,1,Hyundai,Hyundai Creta,2017,1.6 CRDi SX Option,0.5160476718252305,Third Party insurance,Diesel,5,1582,2017,19.67,126.2,259,Black,Hyderabad,9,3,26
Sedan,67805,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline Plus,0.5159239803028451,Zero Dep,Petrol,5,1198,2017,17.0,73.75,110,Blue,Hyderabad,9,2,28
SUV,158000,Automatic,2,Audi,Audi Q3,2014,2.0 TDI Quattro Premium Plus,0.5161259697597891,Third Party insurance,Diesel,5,1968,2014,15.73,174.33,380,White,Hyderabad,9,3,29
Hatchback,70435,Manual,2,Maruti,Maruti Alto K10,2014,VXI,0.5158430404134395,Third Party insurance,Petrol,5,998,2014,24.39,65.71,89,Silver,Hyderabad,9,3,17
SUV,49287,Manual,1,MG,MG Hector,2020,Super Diesel MT BSIV,0.5161379786454575,Comprehensive,Diesel,5,1956,2020,17.41,167.68,350,Red,Hyderabad,9,1,21
Hatchback,84759,Automatic,2,Hyundai,Hyundai Santro,2018,Sportz AMT BSIV,0.5159030848417819,Comprehensive,Petrol,5,1086,2018,20.3,68.0,99,Red,Hyderabad,9,2,24
Hatchback,74538,Manual,2,Maruti,Maruti Baleno,2017,1.2 Zeta,0.5159273427908323,Comprehensive,Petrol,5,1197,2017,21.4,83.1,115,Blue,Hyderabad,9,3,29
SUV,53000,Manual,1,Mahindra,Mahindra Scorpio,2010,VLX 2WD BSIV,0.5159182160377243,Third Party insurance,Diesel,8,2179,2010,12.05,120.0,290,White,Hyderabad,9,3,28
Hatchback,79024,Manual,2,Maruti,Maruti Alto 800,2017,VXI,0.5158492850339872,Third Party insurance,Petrol,5,796,2017,22.05,47.33,69,Red,Hyderabad,9,2,19
Hatchback,80000,Manual,1,Maruti,Maruti Celerio,2016,VDi,0.5158737831607508,Third Party insurance,Diesel,5,793,2016,27.62,47.0,125,White,Hyderabad,8,3,29
Sedan,56000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2019,Exclusive E 220 d BSIV,0.516973797087984,Third Party insurance,Diesel,5,1950,2019,16.1,191.7,400,White,Hyderabad,9,3,28
SUV,62125,Manual,1,Hyundai,Hyundai Creta,2018,1.6 CRDi SX,0.5160371040058422,Comprehensive,Diesel,5,1582,2018,19.67,126.2,259,Blue,Hyderabad,9,3,26
Hatchback,95596,Manual,1,Toyota,Toyota Etios Cross,2014,1.4L VD,0.5159026044863553,Comprehensive,Diesel,5,1364,2014,23.59,67.06,170,Silver,Hyderabad,9,3,27
Hatchback,18500,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Asta,0.5159410329204944,Comprehensive,Petrol,5,1197,2019,18.9,81.86,0,White,Hyderabad,9,3,28
Hatchback,144000,Manual,2,Maruti,Maruti Swift,2016,DDiS VDI,0.5158978009320878,Third Party insurance,Diesel,5,1248,2016,28.4,74.0,190,White,Hyderabad,9,3,22
Sedan,55200,Manual,1,Honda,Honda City,2021,ZX MT,0.5160656851537333,Third Party insurance,Petrol,5,1498,2021,18.6,119.35,145,Brown,Hyderabad,9,3,23
Hatchback,188058,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.4 CRDi,0.5158973205766612,Not Available,Diesel,5,1396,2016,22.54,88.73,219,Passion Red,Hyderabad,9,3,28
Hatchback,71779,Manual,1,Hyundai,Hyundai i20,2016,Asta 1.2,0.515929744567966,Third Party insurance,Petrol,5,1197,2016,18.6,81.83,114,Red,Hyderabad,9,3,28
Sedan,101176,Manual,3,Honda,Honda City,2015,i VTEC V,0.5159126919503167,Third Party insurance,Petrol,5,1497,2015,17.4,117.3,145,Red,Hyderabad,9,3,30
Hatchback,75000,Manual,1,Maruti,Maruti Celerio,2016,VDi,0.5158917964892537,Third Party insurance,Diesel,5,793,2016,27.62,47.0,125,White,Hyderabad,8,3,29
Hatchback,66676,Manual,1,Honda,Honda Jazz,2017,1.2 V i VTEC,0.5159220588811382,Comprehensive,Petrol,5,1199,2017,18.7,88.7,110,Red,Hyderabad,9,3,26
Hatchback,2236,Manual,1,Maruti,Maruti Alto 800,2018,LXI,0.5158622546305092,Third Party insurance,Petrol,5,796,2018,22.05,47.33,69,Silver,Hyderabad,8,2,19
SUV,62000,Automatic,1,Mahindra,Mahindra Alturas G4,2019,4X4 AT BSIV,0.5163529376989234,Third Party insurance,Diesel,7,2157,2019,12.05,178.49,420,Brown,Hyderabad,9,3,22
Hatchback,74754,Manual,2,Hyundai,Hyundai i10,2012,Era 1.1 iTech SE,0.515849765389414,Third Party insurance,Petrol,5,1086,2012,19.81,68.05,99,Silver,Hyderabad,9,2,25
Hatchback,66244,Manual,1,Maruti,Maruti Baleno,2018,Delta,0.5159506400290291,Third Party insurance,Petrol,5,1197,2018,21.01,81.8,113,Blue,Hyderabad,9,3,26
Hatchback,17341,Manual,1,Renault,Renault KWID,2022,1.0 RXT BSVI,0.515907648218336,Third Party insurance,Petrol,5,999,2022,21.46,67.06,91,Silver,Hyderabad,9,2,16
Hatchback,44675,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz Option,0.5159011631798973,Third Party insurance,Petrol,5,1197,2018,18.9,81.86,0,White,Hyderabad,9,3,26
SUV,70000,Manual,3,Mahindra,Mahindra Jeep,2001,MM 540,0.515872582272184,Third Party insurance,Diesel,6,2112,0,0.0,0.0,0,Others,Hyderabad,0,2,7
Hatchback,30829,Manual,1,Maruti,Maruti Baleno,2022,Zeta,0.5159650506918314,Comprehensive,Petrol,5,1197,2022,22.35,88.5,113,Grey,Hyderabad,9,3,20
Sedan,100000,Manual,2,Tata,Tata Zest,2015,Revotron 1.2T Anniversary Edition,0.5158737831607508,Third Party insurance,Petrol,5,1193,2015,17.6,88.7,140,Others,Hyderabad,9,3,24
Sedan,53800,Manual,1,Maruti,Maruti Ciaz,2019,Alpha 1.5,0.5160166886600281,Third Party insurance,Diesel,5,1498,2019,26.82,93.87,225,Blue,Hyderabad,9,3,25
SUV,122000,Manual,1,Hyundai,Hyundai Creta,2017,1.4 E Plus CRDi,0.5160034791259706,Third Party insurance,Diesel,5,1396,2017,22.1,88.7,219,White,Hyderabad,8,3,23
SUV,107220,Manual,1,Mahindra,Mahindra XUV500,2017,R W10 FWD,0.5161355768683238,Third Party insurance,Diesel,7,2179,2017,16.0,140.0,330,White,Hyderabad,9,3,27
Sedan,129000,Manual,1,Honda,Honda City,2015,i DTEC SV,0.5159170151491574,Third Party insurance,Diesel,5,1498,2015,26.0,98.6,200,White,Hyderabad,9,3,28
SUV,60000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLS,2017,350d 4MATIC,0.517385701866413,Third Party,Diesel,7,2987,2017,11.0,258.0,620,Silver,Hyderabad,9,3,28
Hatchback,83829,Manual,1,Datsun,Datsun RediGO,2018,1.0 S,0.5158677787179167,Third Party insurance,Petrol,5,999,2018,22.5,67.0,91,Silver,Hyderabad,9,3,22
SUV,70000,Automatic,1,Audi,Audi Q5,2017,30 TDI quattro Premium,0.516498245215512,Third Party insurance,Diesel,5,1968,2017,14.16,174.3,380,Others,Hyderabad,9,3,29
Hatchback,52996,Manual,2,Honda,Honda Brio,2013,S MT,0.5158531278774011,Third Party insurance,Petrol,5,1198,2013,19.4,86.8,109,White,Hyderabad,9,3,24
Hatchback,16105,Automatic,2,Renault,Renault KWID,2021,Climber 1.0 AMT Opt,0.5159112508840366,Third Party insurance,Petrol,5,999,2021,22.0,67.0,91,Silver,Hyderabad,9,3,22
Sedan,151901,Manual,1,Mercedes-Benz,Mercedes-Benz C-Class,2016,220,0.5164622185585066,Third Party insurance,Diesel,5,2148,2016,15.8,170.0,42,Black,Hyderabad,9,3,24
Hatchback,15680,Manual,1,Maruti,Maruti Baleno,2021,Zeta,0.515966731935825,Zero Dep,Petrol,5,1197,2021,21.01,81.8,113,White,Hyderabad,9,3,28
Hatchback,55065,Automatic,1,Maruti,Maruti Swift,2019,VXI AMT,0.515920617814858,Third Party insurance,Petrol,5,1197,2019,22.56,88.5,113,Blue,Hyderabad,9,3,20
Hatchback,120000,Manual,2,Toyota,Toyota Etios Liva,2016,1.4 GD,0.5158737831607508,Third Party insurance,Diesel,5,1364,2016,23.59,67.04,170,Silver,Hyderabad,8,3,25
Hatchback,15518,Automatic,2,Tata,Tata Tiago,2021,XZA Plus Dual Tone Roof AMT BSVI,0.5159628890924111,Third Party,Petrol,5,1199,2021,19.0,84.82,0,White,Hyderabad,9,2,18
Sedan,39907,Automatic,1,Honda,Honda Amaze,2018,V CVT Diesel,0.515967452468965,Third Party insurance,Diesel,5,1498,2018,21.0,78.9,160,Red,Hyderabad,9,3,25
Hatchback,45560,Manual,1,Hyundai,Hyundai i20,2017,Sportz 1.2,0.5159350284776602,Zero Dep,Petrol,5,1197,2017,18.6,81.83,114,Silver,Hyderabad,9,3,26
Hatchback,42096,Manual,1,Hyundai,Hyundai i10,2012,Sportz,0.5158584117870952,Third Party insurance,Petrol,5,1197,2012,20.36,78.9,111,Yellow,Hyderabad,9,2,27
Sedan,70500,Automatic,2,Mercedes-Benz,Mercedes-Benz CLA,2015,200 CDI Style,0.5162040275166342,Third Party insurance,Diesel,5,2143,2015,17.9,134.1,300,Cirrus White,Hyderabad,9,3,29
Sedan,63886,Manual,1,Honda,Honda City,2018,i-VTEC V,0.5159775399329266,Third Party insurance,Petrol,5,1497,2018,17.4,117.6,145,Silver,Hyderabad,9,3,31
MUV,95600,Manual,1,Tata,Tata Hexa,2017,XM,0.5160238942316069,Third Party insurance,Diesel,7,2179,2017,17.6,153.86,400,Arizona Blue,Hyderabad,9,3,22
Sedan,101000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2013,E250 CDI Avantgrade,0.5162568666135755,Third Party insurance,Diesel,5,2143,2013,13.0,201.1,500,Silver,Hyderabad,9,3,29
Sedan,61000,Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2015,E250 CDI Avantgrade,0.5164141830158326,Third Party insurance,Diesel,5,2143,2015,13.0,201.1,500,White,Hyderabad,9,3,29
SUV,95000,Automatic,1,BMW,BMW X1,2016,sDrive 20d M Sport,0.5163661474731587,Third Party insurance,Diesel,5,1995,2016,17.05,184.0,380,White,Hyderabad,9,3,28
SUV,97000,Automatic,1,Audi,Audi Q3,2017,35 TDI Quattro Premium,0.5163901652444957,Third Party insurance,Diesel,5,1968,2017,15.73,174.33,380,Black,Hyderabad,9,3,29
Hatchback,61000,Manual,1,Maruti,Maruti Swift,2016,LDI BSIV,0.515920617814858,Third Party insurance,Diesel,5,1248,2016,25.2,74.0,190,Red,Hyderabad,8,3,27
Hatchback,18000,Automatic,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option AT,0.5159278231462591,Third Party insurance,Petrol,5,1197,2017,18.9,81.86,0,Grey,Hyderabad,9,3,28
Hatchback,63000,Automatic,1,Hyundai,Hyundai Grand i10,2016,AT Asta,0.5159215785257114,Third Party insurance,Petrol,5,1197,2016,18.9,82.0,114,Grey,Hyderabad,9,3,28
Hatchback,52617,Manual,2,Maruti,Maruti Baleno,2018,1.2 Alpha,0.5159254213691253,Third Party,Petrol,5,1197,2018,21.4,83.1,115,Red,Hyderabad,9,3,29
Hatchback,51865,Manual,1,Maruti,Maruti Celerio,2019,ZXI,0.5159011631798973,Third Party insurance,Petrol,5,998,2019,25.24,65.71,89,White,Hyderabad,9,2,20
SUV,93000,Manual,1,Audi,Audi Q3,2017,30 TDI,0.516348134144656,Third Party insurance,Diesel,5,1968,2017,17.32,138.13,320,White,Hyderabad,9,3,29
Hatchback,110410,Manual,1,Maruti,Maruti Swift,2015,VXI,0.5158877134681263,Comprehensive,Petrol,5,1197,2015,22.38,88.5,113,Red,Hyderabad,9,3,20
Sedan,55846,Automatic,1,Maruti,Maruti Ciaz,2017,AT ZXi,0.5159458364747618,Third Party,Petrol,5,1373,2017,19.12,91.1,130,Brown,Hyderabad,9,3,31
Hatchback,47000,Manual,1,Renault,Renault KWID,2020,1.0 RXL BSVI,0.5159014035977884,Third Party insurance,Petrol,5,999,2020,21.46,67.06,91,Blue,Hyderabad,8,2,16
SUV,39914,Manual,1,Ford,Ford Ecosport,2018,1.5 Petrol Titanium BSIV,0.5159751381557929,Third Party insurance,Petrol,5,1497,2018,17.0,121.31,150,Blue,Hyderabad,9,3,27
Hatchback,73000,Manual,1,Hyundai,Hyundai Santro Xing,2010,GLS,0.515841359169446,Third Party insurance,Petrol,5,1086,2010,17.92,62.1,96,Beige,Hyderabad,9,3,25
Hatchback,88048,Manual,1,Hyundai,Hyundai i20,2016,Sportz 1.2,0.5159167749714441,Third Party insurance,Petrol,5,1197,2016,18.6,81.83,114,White,Hyderabad,9,3,26
Hatchback,92278,Manual,2,Hyundai,Hyundai i10,2013,Magna,0.5158540885882545,Third Party,Petrol,5,1197,2013,20.36,78.9,111,Red,Hyderabad,8,2,27
SUV,260000,Manual,1,Toyota,Toyota Qualis,2003,FS F7,0.5158821891405411,Third Party insurance,Diesel,8,2446,2003,0.0,0.0,0,Silver,Hyderabad,0,2,7
Sedan,92960,Manual,1,Honda,Honda City,2016,i VTEC V,0.5159321463450998,Comprehensive,Petrol,5,1497,2016,17.8,117.3,145,Brown,Hyderabad,9,3,30
Hatchback,63000,Manual,1,Tata,Tata Altroz,2020,XZ BSVI,0.5159578453604303,Third Party insurance,Petrol,5,1199,2020,19.33,86.83,113,White,Hyderabad,9,3,20
SUV,20000,Automatic,1,Renault,Renault Kiger,2021,RXZ AMT DT,0.515975858688933,Third Party insurance,Petrol,5,999,2021,19.03,71.01,96,Blue,Hyderabad,9,2,22
SUV,7000,Automatic,1,Jeep,Jeep Compass,2022,Model S DCT BSVI,0.5164201874586669,Comprehensive,Petrol,5,1368,2022,14.1,160.77,250,Galaxy Blue,Hyderabad,9,2,19
Hatchback,4600,Automatic,1,Maruti,Maruti S-Presso,2022,VXi Plus Opt AT,0.5159242204805585,Comprehensive,Petrol,5,998,2022,25.3,65.71,89,Silky Silver,Hyderabad,9,3,20
Sedan,22800,Manual,1,Honda,Honda City,2021,i-VTEC V,0.516039505782976,Comprehensive,Petrol,5,1497,2021,17.4,117.6,145,Modern Steel Metal,Hyderabad,9,3,31
Sedan,150000,Manual,1,Ford,Ford Fiesta,2006,1.4 TDCi EXI,0.51580172984674,Third Party insurance,Diesel,5,1399,2006,17.8,68.0,16,Others,Hyderabad,9,3,30
Sedan,10000,Manual,1,Maruti,Maruti Swift Dzire Tour,2020,1.2 S STD,0.5159278231462591,Third Party insurance,Petrol,5,1197,2020,19.95,81.8,0,White,Hyderabad,8,3,21
Hatchback,70000,Manual,2,Ford,Ford Figo,2010,Petrol Titanium,0.5158221449523764,Third Party insurance,Petrol,5,1196,2010,15.6,70.0,102,Others,Hyderabad,9,3,26
Hatchback,44790,Manual,1,Maruti,Maruti Alto 800,2020,LXI,0.515863455519076,Third Party insurance,Petrol,5,796,2020,22.05,47.33,69,Silver,Hyderabad,8,2,19
Hatchback,14213,Manual,1,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,0.5159090892846162,Third Party,Petrol,5,998,2022,21.7,65.71,89,White,Hyderabad,9,3,20
SUV,102000,Manual,2,Maruti,Maruti Vitara Brezza,2018,VDi Option,0.5159698542460988,Comprehensive,Diesel,5,1248,2018,24.3,88.5,200,Grey,Hyderabad,9,3,26
Hatchback,40724,Manual,3,Hyundai,Hyundai i10,2012,Magna,0.515852407344261,Third Party insurance,Petrol,5,1197,2012,20.36,78.9,111,White,Hyderabad,8,2,27
Hatchback,55724,Manual,2,Maruti,Maruti Baleno,2017,1.2 Delta,0.5159146133720237,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Silver,Hyderabad,9,3,27
Sedan,100000,Manual,1,Maruti,Maruti Swift Dzire,2010,VXi,0.515849765389414,Third Party insurance,Petrol,5,1298,2010,17.5,85.8,114,Others,Hyderabad,9,3,28
Hatchback,85396,Manual,1,Maruti,Maruti Alto 800,2017,VXI,0.5158574510762417,Third Party,Petrol,5,796,2017,22.05,47.33,69,Silver,Hyderabad,9,2,19
Hatchback,50000,Manual,2,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159002024690439,Third Party insurance,Petrol,5,1197,2016,21.4,83.1,115,Others,Hyderabad,9,3,29
Hatchback,27136,Manual,1,Maruti,Maruti Alto 800,2016,LXI Optional,0.5158557698322481,Comprehensive,Petrol,5,796,2016,24.7,47.3,69,Red,Hyderabad,8,3,27
Hatchback,44591,Manual,1,Ford,Ford Freestyle,2019,Titanium Plus Petrol BSIV,0.515932386522813,Zero Dep,Petrol,5,1194,2019,19.0,94.68,120,White,Hyderabad,9,3,27
Coupe,6000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2021,Coupe C43 AMG,0.5177471693250343,Third Party insurance,Petrol,4,2996,2021,11.9,384.87,520,Black,Hyderabad,9,3,29
Hatchback,20034,Manual,1,Maruti,Maruti Ignis,2018,1.2 Delta BSIV,0.5159045259080622,Comprehensive,Petrol,5,1197,2018,20.89,81.8,113,Others,Hyderabad,9,3,22
Hatchback,50000,Manual,2,Hyundai,Hyundai Santro Xing,2012,GLS,0.5158401582808791,Third Party insurance,Petrol,5,1086,2012,17.92,62.1,96,Others,Hyderabad,9,3,25
MUV,47529,Manual,1,Kia,Kia Carens,2022,Premium BSVI,0.5160539164457781,Comprehensive,Petrol,7,1497,2022,0.0,113.42,144,White,Hyderabad,8,2,19
Hatchback,46739,Automatic,1,Maruti,Maruti Baleno,2017,Zeta CVT,0.5159554435832966,Comprehensive,Petrol,5,1197,2017,19.56,81.8,113,Blue,Hyderabad,9,3,28
Sedan,150000,Manual,2,Hyundai,Hyundai Verna,2012,1.6 SX CRDi (O),0.5158761846977069,Third Party insurance,Diesel,5,1582,2012,22.32,126.32,259,Others,Hyderabad,9,3,28
Hatchback,62000,Automatic,1,Maruti,Maruti Celerio X,2019,AMT ZXI Option BSIV,0.5159215785257114,Third Party insurance,Petrol,5,998,2019,21.63,67.0,90,Grey,Hyderabad,9,3,26
MUV,45000,Manual,1,Maruti,Maruti XL6,2021,Zeta,0.5160479120029439,Third Party insurance,Petrol,6,1462,2021,19.01,103.2,0,Silver,Hyderabad,9,3,26
Sedan,36000,Automatic,1,Honda,Honda City,2020,ZX CVT,0.5160897029250702,Third Party insurance,Petrol,5,1498,2020,18.3,119.35,145,GOLDEN BROWN,Hyderabad,9,3,23
Sedan,40000,Manual,1,Honda,Honda City,2019,i-VTEC ZX,0.5160298986744412,Third Party insurance,Petrol,5,1497,2019,17.14,117.6,145,Others,Hyderabad,9,3,31
Hatchback,15850,Manual,1,Datsun,Datsun RediGO,2020,1.0 T Option,0.5158776260041648,Comprehensive,Petrol,5,999,2020,22.5,67.0,91,Red,Hyderabad,9,3,22
Sedan,62535,Automatic,1,Maruti,Maruti Swift Dzire,2017,AMT ZXI Plus,0.5159319061673864,Third Party insurance,Petrol,5,1197,2017,21.21,81.8,113,Others,Hyderabad,9,3,28
SUV,94600,Manual,1,Maruti,Maruti Vitara Brezza,2018,VDi Option,0.5159816229540539,Comprehensive,Diesel,5,1248,2018,24.3,88.5,200,Red,Hyderabad,9,3,26
Sedan,80375,Manual,2,Maruti,Maruti Swift Dzire,2013,VXI,0.5158819492030055,Third Party insurance,Petrol,5,1197,2013,22.41,88.5,113,Black,Hyderabad,9,3,18
Hatchback,97935,Manual,3,Honda,Honda Brio,2012,S MT,0.5158440011242931,Comprehensive,Petrol,5,1198,2012,19.4,86.8,109,Silver,Hyderabad,9,3,24
Hatchback,38300,Manual,1,Hyundai,Hyundai i20,2019,Magna Plus,0.5159482382518955,Comprehensive,Petrol,5,1197,2019,18.6,81.86,0,Polar White,Hyderabad,9,3,24
Hatchback,81917,Manual,1,Maruti,Maruti Baleno,2017,1.2 Delta,0.5159170151491574,Zero Dep,Petrol,5,1197,2017,21.4,83.1,115,Blue,Hyderabad,9,3,27
Hatchback,69000,Manual,1,Maruti,Maruti Baleno,2016,1.2 Delta,0.5159158142605906,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Red,Hyderabad,9,3,27
Hatchback,43566,Manual,2,Hyundai,Hyundai Grand i10,2016,Sportz,0.5158973205766612,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Silver,Hyderabad,9,3,26
Hatchback,94201,Manual,2,Hyundai,Hyundai i20,2015,Sportz 1.2,0.515905726796629,Third Party insurance,Petrol,5,1197,2015,18.6,81.83,114,White,Hyderabad,9,3,26
Hatchback,50000,Automatic,1,Maruti,Maruti Baleno,2017,1.2 CVT Zeta,0.5159455962970484,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Blue,Hyderabad,9,3,29
Hatchback,40689,Manual,1,Tata,Tata Tiago,2019,1.2 Revotron XZ,0.5159026044863553,Zero Dep,Petrol,5,1199,2019,23.84,84.0,114,Red,Hyderabad,9,3,30
Sedan,35849,Manual,1,Honda,Honda Amaze,2018,V Petrol BSIV,0.5159506400290291,Comprehensive,Petrol,5,1199,2018,19.5,88.76,110,Red,Hyderabad,9,3,24
SUV,15833,Manual,1,MG,MG Hector,2021,Sharp Diesel MT,0.5162100319594685,Zero Dep,Diesel,5,1956,2021,17.41,167.68,350,Burgundy Red Metallic,Hyderabad,9,1,20
Sedan,90000,Manual,2,Skoda,Skoda Laura,2011,Ambiente 2.0 TDI CR MT,0.5158689796064835,Third Party insurance,Diesel,5,1968,2011,20.0,108.5,250,Others,Hyderabad,9,3,26
Hatchback,62000,Manual,1,Hyundai,Hyundai i20,2019,Asta Option BSIV,0.5159576051827169,Third Party,Petrol,5,1197,2019,18.6,81.86,0,Grey,Hyderabad,9,3,28
Hatchback,40000,Manual,3,Maruti,Maruti Alto K10,2017,VXI,0.515856970720815,Third Party insurance,Petrol,5,998,2017,23.95,67.05,90,Others,Hyderabad,9,3,27
SUV,20000,Automatic,1,Tata,Tata New Safari,2021,XZA Plus (O) 6 Str Adventure Edition AT,0.5163049021562495,Comprehensive,Diesel,6,1956,2021,14.08,167.67,350,Blue,Hyderabad,9,2,20
Hatchback,10000,Manual,1,Tata,Tata Tiago NRG,2022,XZ BSVI,0.5159458364747618,Third Party insurance,Petrol,5,1199,2022,20.09,84.48,113,Others,Hyderabad,9,2,18
Hatchback,69552,Manual,1,Hyundai,Hyundai i20,2016,Sportz 1.2,0.5159326267005264,Third Party insurance,Petrol,5,1197,2016,18.6,81.83,114,White,Hyderabad,9,3,26
Hatchback,97610,Automatic,1,Renault,Renault KWID,2018,1.0 AMT RXT,0.5158716215613306,Third Party,Petrol,5,999,2018,24.04,67.0,91,Grey,Hyderabad,9,3,24
Sedan,74914,Automatic,2,Honda,Honda City,2012,1.5 V AT Sunroof,0.5158999625315082,Third Party,Petrol,5,1497,2012,16.8,116.3,146,Brown,Hyderabad,9,3,25
SUV,41000,Automatic,1,Tata,Tata Harrier,2022,XZA Plus Dual Tone AT BSVI,0.516324116373319,Third Party insurance,Diesel,5,1956,2022,14.6,167.67,350,Golden,Hyderabad,9,2,20
Hatchback,101887,Manual,2,Hyundai,Hyundai i20,2015,Sportz 1.2,0.5159016437755017,Comprehensive,Petrol,5,1197,2015,18.6,81.83,114,Silver,Hyderabad,9,3,26
Hatchback,42217,Manual,2,Maruti,Maruti Wagon R,2012,LXI BS IV,0.5158526475219744,Comprehensive,Petrol,5,998,2012,18.9,67.1,90,White,Hyderabad,8,3,25
SUV,63000,Automatic,1,Jeep,Jeep Compass,2019,1.4 Limited Option,0.5162520630593082,Third Party insurance,Petrol,5,1368,2019,16.0,160.0,250,Grey,Hyderabad,9,2,26
Hatchback,80315,Automatic,2,Maruti,Maruti Celerio,2016,VXI AMT,0.5158819492030055,Third Party,Petrol,5,998,2016,26.68,65.71,89,Silver,Hyderabad,8,2,20
Hatchback,55000,Manual,1,Maruti,Maruti Wagon R,2013,VXI,0.5158677787179167,Third Party,Petrol,5,998,2013,18.9,67.1,90,Red,Hyderabad,8,3,25
Hatchback,64447,Manual,1,Datsun,Datsun GO,2019,T Option Petrol,0.5158814688475787,Third Party insurance,Petrol,5,1198,2019,19.83,67.0,104,Orange,Hyderabad,9,3,26
Hatchback,76947,Automatic,1,Hyundai,Hyundai Grand i10 Nios,2019,AMT Sportz,0.5159429543422014,Third Party,Petrol,5,1197,2019,20.7,81.86,0,Red,Hyderabad,9,2,19
Hatchback,23110,Manual,1,Datsun,Datsun RediGO,2018,T Option,0.5158617742750824,Third Party insurance,Petrol,5,799,2018,22.7,53.64,72,Brown,Hyderabad,9,3,22
Hatchback,40235,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,0.5158968402212344,Third Party insurance,Petrol,5,1197,2018,18.9,81.86,0,Red,Hyderabad,9,3,26
Hatchback,48992,Manual,1,Maruti,Maruti Swift,2017,VXI BSIV,0.5159290240348259,Third Party insurance,Petrol,5,1197,2017,22.0,81.8,113,Grey,Hyderabad,9,3,25
Hatchback,21000,Automatic,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Magna AT,0.5159422338090612,Third Party insurance,Petrol,5,1197,2019,18.9,81.86,0,Grey,Hyderabad,9,3,26
SUV,30465,Automatic,1,Citroen,Citroen C5 Aircross,2021,Shine,0.516546280758186,Comprehensive,Diesel,5,1997,2021,18.6,174.33,400,Blue,Hyderabad,9,3,21
Hatchback,50000,Manual,1,Maruti,Maruti Celerio,2022,VXI CNG BSVI,0.5159290240348259,Third Party insurance,CNG,5,998,2022,0.0,55.92,82,Others,Hyderabad,8,2,19
