Body_type,Kilometer_Driven,Transmission,Owner_No.,Original_equipment_manufacturer,Model,Model_year,Variant_name,Price,Insurance_validity,Fuel_type,Seats,Engine_displacement,Year_of_manufacture,Mileage,Max_power,Torque,Colour,Location,Features,Interior,Exterior
Hatchback,28614,Manual,2,Chevrolet,Chevrolet Beat,2014,Diesel LT,0.5158281493952106,Comprehensive,Diesel,5,936,2014,25.44,56.3,142,Silver,Kolkata,9,3,24
Hatchback,60000,Manual,1,Maruti,Maruti Wagon R,2010,VXI BS IV,0.5158353547266117,Third Party insurance,Petrol,5,998,2010,18.9,67.1,90,Others,Kolkata,9,3,25
Hatchback,34895,Manual,1,Maruti,Maruti Alto 800,2015,VXI,0.5158351145488984,Comprehensive,Petrol,5,796,2015,22.74,47.3,69,White,Kolkata,9,3,27
Hatchback,5891,Automatic,1,Maruti,Maruti Baleno,2021,Zeta CVT,0.5159845050866143,Comprehensive,Petrol,5,1197,2021,19.56,81.8,113,Silver,Kolkata,9,3,28
Sedan,28204,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2017,E200 Edition E,0.5166183340721968,Comprehensive,Petrol,5,1991,2017,12.0,184.0,300,Brown,Kolkata,9,3,29
Hatchback,17776,Automatic,2,Maruti,Maruti Ignis,2020,1.2 AMT Zeta BSIV,0.515921338347998,Comprehensive,Petrol,5,1197,2020,20.89,81.8,113,Blue,Kolkata,9,3,25
Sedan,66000,Manual,1,Honda,Honda City,2017,i DTec VX,0.5159578453604303,Third Party insurance,Diesel,5,1498,2017,26.0,98.6,200,White,Kolkata,9,3,30
Hatchback,10667,Automatic,1,Maruti,Maruti Wagon R,2020,VXI AMT 1.2,0.5159119714171767,Comprehensive,Petrol,5,1197,2020,20.52,81.8,113,Silver,Kolkata,9,3,25
SUV,27218,Manual,1,Kia,Kia Sonet,2021,HTX Diesel BSVI,0.5160262960087406,Comprehensive,Diesel,5,1493,2021,18.4,98.63,240,Red,Kolkata,9,2,22
Coupe,170,Automatic,1,BMW,BMW 3 Series Gran Limousine,2023,330Li M Sport BSVI,0.5171935596957172,Third Party insurance,Petrol,5,1998,2023,15.39,254.79,400,White,Kolkata,9,1,15
Hatchback,28000,Manual,1,Ford,Ford Figo,2015,1.2P Titanium MT,0.5158399181031658,Comprehensive,Petrol,5,1196,2015,18.16,86.8,112,Grey,Kolkata,9,3,29
Coupe,12300,Automatic,2,Audi,Audi S5 Sportback,2021,3.0L TFSI Quattro BSVI,0.5172067694699526,Third Party insurance,Petrol,5,2994,2021,0.0,348.66,500,Blue,Kolkata,9,1,25
SUV,10372,Automatic,2,Kia,Kia Seltos,2020,HTX IVT,0.5160899431027836,Comprehensive,Petrol,5,1497,2020,0.0,113.43,144,White,Kolkata,9,2,22
Hatchback,6000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Alpha,0.5159338275890933,Comprehensive,Petrol,5,1197,2019,21.4,83.1,115,Blue,Kolkata,9,3,29
SUV,30022,Automatic,1,Jeep,Jeep Compass,2018,1.4 Limited Plus,0.5160416673823963,Comprehensive,Petrol,5,1368,2018,14.1,160.77,250,Grey,Kolkata,9,2,26
SUV,47000,Automatic,1,Jeep,Jeep Compass,2018,1.4 Limited Option,0.5160176496110593,Third Party insurance,Petrol,5,1368,2018,16.0,160.0,250,White,Kolkata,9,2,26
SUV,50247,Automatic,2,Land Rover,Land Rover Range Rover Evoque,2021,2.0 R-Dynamic SE Diesel,0.5170746717275992,Comprehensive,Diesel,5,1997,2021,0.0,246.74,430,Silicon Silver,Kolkata,9,3,26
Hatchback,2704,Manual,1,Maruti,Maruti S-Presso,2022,VXI Plus 2019-2022,0.5159105303508964,Zero Dep,Petrol,5,998,2022,21.7,65.71,89,Silver,Kolkata,9,3,20
Hatchback,14425,Manual,1,Maruti,Maruti Celerio,2022,ZXI Plus,0.5159295043902526,Zero Dep,Petrol,5,998,2022,24.97,65.71,89,Brown,Kolkata,9,2,22
Hatchback,40000,Manual,1,Maruti,Maruti Ignis,2018,1.2 Delta BSIV,0.515856970720815,Third Party insurance,Petrol,5,1197,2018,20.89,81.8,113,Others,Kolkata,9,3,22
Sedan,32488,Automatic,2,Volkswagen,Volkswagen Vento,2017,1.2 Highline Plus AT 16 Alloy,0.515943434697628,Third Party,Petrol,5,1197,2017,18.19,103.5,175,Silver,Kolkata,9,3,31
Hatchback,73949,Manual,2,Honda,Honda Brio,2012,S MT,0.515830310994631,Comprehensive,Petrol,5,1198,2012,19.4,86.8,109,Others,Kolkata,9,3,24
Hatchback,40000,Automatic,1,Maruti,Maruti Celerio,2018,ZXI AMT BSIV,0.5158617742750824,Third Party insurance,Petrol,5,998,2018,23.1,67.04,90,Silver,Kolkata,9,3,29
Hatchback,55920,Manual,2,Hyundai,Hyundai Grand i10,2014,Asta Option,0.515858892142522,Comprehensive,Petrol,5,1197,2014,18.9,82.0,114,Others,Kolkata,9,3,28
SUV,30000,Manual,1,Ford,Ford Ecosport,2017,1.5 Petrol Ambiente BSIV,0.5158978009320878,Third Party insurance,Petrol,5,1497,2017,17.0,121.36,150,Others,Kolkata,9,3,25
Hatchback,33805,Manual,1,Maruti,Maruti Swift,2014,VXI,0.5158757045824578,Comprehensive,Petrol,5,1197,2014,22.38,88.5,113,Others,Kolkata,9,3,20
Sedan,73781,Manual,1,Hyundai,Hyundai Xcent,2014,1.2 Kappa S,0.5158471234345668,Comprehensive,Petrol,5,1197,2014,19.1,82.0,114,Others,Kolkata,9,3,26
Hatchback,50000,Manual,2,Maruti,Maruti Alto 800,2015,LXI,0.5158329527093003,Third Party insurance,Petrol,5,796,2015,22.74,47.3,69,White,Kolkata,8,3,27
Hatchback,65000,Manual,1,Hyundai,Hyundai i20,2014,Sportz 1.2,0.515872582272184,Third Party insurance,Petrol,5,1197,2014,18.6,81.83,114,Red,Kolkata,9,3,26
Hatchback,48072,Manual,2,Hyundai,Hyundai i20,2011,1.2 Magna,0.5158305511723443,Third Party,Petrol,5,1197,2011,18.5,0.0,0,Grey,Kolkata,9,3,24
SUV,75420,Automatic,1,Kia,Kia Seltos,2020,GTX Plus DCT,0.5160659253314466,Third Party insurance,Petrol,5,1353,2020,16.5,138.08,0,Red,Kolkata,9,2,22
Sedan,16100,Automatic,2,Mercedes-Benz,Mercedes-Benz C-Class,2019,Progressive C 220d,0.5165102541011806,Third Party insurance,Diesel,5,1950,2019,12.6,194.0,400,Blue,Kolkata,9,3,29
SUV,40722,Manual,1,Maruti,Maruti Vitara Brezza,2018,VDi,0.515951840917596,Comprehensive,Diesel,5,1248,2018,24.3,88.5,200,Red,Kolkata,9,3,26
Hatchback,40000,Manual,1,Maruti,Maruti Swift,2015,VXI,0.515880988492152,Third Party insurance,Petrol,5,1197,2015,21.21,81.8,113,Others,Kolkata,9,3,27
Hatchback,50000,Manual,1,Maruti,Maruti Swift,2008,1.3 VXi,0.515825747618077,Third Party insurance,Petrol,5,1298,2008,16.1,88.2,11,Silver,Kolkata,8,3,29
Hatchback,50000,Manual,2,Maruti,Maruti Estilo,2009,LXI,0.5158065334010073,Third Party insurance,Petrol,0,1061,2009,19.5,0.0,0,Gold,Kolkata,0,0,3
Sedan,40000,Manual,3,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline 16 Alloy,0.5158905956006867,Third Party insurance,Petrol,5,1198,2017,17.0,74.0,110,Others,Kolkata,9,2,28
Hatchback,3188,Manual,1,Maruti,Maruti Alto 800,2017,VXI,0.5158488046785604,Comprehensive,Petrol,5,796,2017,22.05,47.33,69,White,Kolkata,9,2,19
Hatchback,34233,Manual,1,Hyundai,Hyundai i20,2019,Magna Plus BSIV,0.5159042857303489,Comprehensive,Petrol,5,1197,2019,18.6,81.86,0,Red,Kolkata,9,3,24
Hatchback,50000,Manual,2,Hyundai,Hyundai Santro Xing,2010,GL,0.5158113369552748,Third Party insurance,Petrol,5,1086,2010,0.0,62.0,96,Others,Kolkata,7,3,29
Sedan,51767,Automatic,1,Honda,Honda City,2016,i VTEC CVT VX,0.5159196571040044,Third Party,Petrol,5,1497,2016,18.0,117.3,145,Black,Kolkata,9,3,30
Hatchback,40965,Manual,1,Hyundai,Hyundai i20,2018,1.2 Magna Executive,0.5158929973778205,Comprehensive,Petrol,5,1197,2018,18.6,81.83,114,Blue,Kolkata,9,3,26
Sedan,70000,Manual,2,Hyundai,Hyundai Verna,2011,1.6 SX VTVT,0.5158377565037454,Third Party insurance,Petrol,5,1591,2011,17.01,121.3,154,Others,Kolkata,9,3,28
SUV,8176,Manual,2,Tata,Tata Nexon,2022,XZ Plus BSVI,0.5159751381557929,Third Party,Petrol,5,1199,2022,17.33,118.35,170,Red,Kolkata,9,3,20
Hatchback,10000,Manual,1,Renault,Renault KWID,2022,1.0 RXT Opt,0.5159002024690439,Third Party insurance,Petrol,5,999,2022,21.74,67.0,91,Others,Kolkata,9,3,22
Sedan,13327,Manual,2,Toyota,Toyota Yaris,2018,V BSIV,0.5159412730982078,Comprehensive,Petrol,5,1496,2018,17.1,105.5,140,Red,Kolkata,9,3,25
SUV,57167,Automatic,2,Ford,Ford Ecosport,2019,1.5 Petrol Titanium Plus AT BSIV,0.5159542426947298,Comprehensive,Petrol,5,1497,2019,14.8,121.36,150,Black,Kolkata,9,3,29
Sedan,35100,Manual,1,Volkswagen,Volkswagen Vento,2018,1.6 Highline,0.5159194169262912,Third Party insurance,Petrol,5,1598,2018,16.09,103.2,153,Grey,Kolkata,9,3,31
Hatchback,120000,Manual,1,Hyundai,Hyundai i10,2010,Sportz 1.2,0.5158185422866759,Third Party insurance,Petrol,5,1197,2010,20.36,78.9,111,Others,Kolkata,9,2,27
Hatchback,60000,Manual,2,Hyundai,Hyundai Santro Xing,2010,GL,0.5158089351781411,Third Party insurance,Petrol,5,1086,2010,0.0,62.0,96,Others,Kolkata,7,3,29
Sedan,60000,Manual,1,Chevrolet,Chevrolet Aveo,2008,1.4 LS Limited Edition,0.5158185422866759,Third Party insurance,Petrol,5,1399,2008,14.4,94.0,12,Others,Kolkata,9,3,31
Sedan,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2020,Progressive C 220d,0.5167336191344366,Third Party insurance,Diesel,5,1950,2020,12.6,194.0,400,Others,Kolkata,9,3,29
SUV,14000,Manual,0,Mahindra,Mahindra XUV700,2022,AX7 Diesel Luxury Pack BSVI,0.5163109065990837,Comprehensive,Diesel,7,2198,2022,0.0,182.38,420,Blue,Kolkata,9,2,21
Hatchback,10000,Manual,1,Maruti,Maruti Wagon R,2018,VXI Optional,0.5158857920464194,Third Party insurance,Petrol,5,998,2018,20.51,67.04,90,Others,Kolkata,9,3,27
SUV,19500,Automatic,2,Volvo,Volvo XC60,2020,Inscription D5 BSIV,0.5169065473282405,Third Party insurance,Diesel,5,1969,2020,11.2,235.0,480,Black,Kolkata,9,2,27
Sedan,55000,Manual,1,Maruti,Maruti Ciaz,2015,ZDi Plus,0.5158857920464194,Third Party,Diesel,5,1248,2015,26.21,88.5,200,Brown,Kolkata,9,3,31
Sedan,50000,Manual,1,Hyundai,Hyundai Accent,2011,Executive,0.5158233458409432,Third Party insurance,Petrol,5,1495,2011,16.36,93.7,124,Others,Kolkata,8,3,29
Sedan,46980,Manual,2,Hyundai,Hyundai Verna,2015,1.6 CRDi SX,0.5158963598658076,Third Party insurance,Diesel,5,1582,2015,23.9,126.2,259,Silver,Kolkata,9,3,28
Hatchback,40535,Manual,1,Maruti,Maruti Swift,2019,VXI,0.5159062071520558,Third Party,Petrol,5,1197,2019,22.38,88.5,113,Others,Kolkata,9,3,20
Hatchback,60020,Manual,1,Hyundai,Hyundai Santro Xing,2010,GLS,0.5158149396209754,Third Party insurance,Petrol,5,1086,2010,17.92,62.1,96,Grey,Kolkata,9,3,25
Hatchback,787,Automatic,1,Renault,Renault KWID,2022,1.0 RXT AMT BSVI,0.5159114910617499,Comprehensive,Petrol,5,999,2022,22.3,67.06,91,Green,Kolkata,9,2,16
Hatchback,5870,Manual,1,Maruti,Maruti Wagon R,2022,VXI CNG BSVI,0.5159395918542142,Third Party,CNG,5,998,2022,34.05,55.92,82,Silver,Kolkata,9,3,18
Hatchback,50000,Manual,1,Renault,Renault Pulse,2013,RxZ Optional,0.5158209440638095,Third Party insurance,Diesel,5,1461,2013,23.08,63.1,160,Red,Kolkata,9,3,25
Hatchback,50714,Automatic,1,Maruti,Maruti Celerio,2014,VXI AMT,0.5158540885882545,Comprehensive,Petrol,5,998,2014,26.68,65.71,89,Silver,Kolkata,8,2,20
Sedan,40000,Manual,1,Hyundai,Hyundai Xcent,2019,1.2 VTVT SX,0.5158978009320878,Third Party insurance,Petrol,5,1197,2019,20.14,81.86,0,Others,Kolkata,9,3,27
Hatchback,4187,Manual,1,Maruti,Maruti Alto 800,2020,VXI BSVI,0.515874503693891,Comprehensive,Petrol,5,796,2020,22.05,47.33,69,Red,Kolkata,9,2,19
SUV,10164,Automatic,1,MG,MG Hector,2020,Sharp DCT,0.5161411009557313,Zero Dep,Petrol,5,1451,2020,13.96,141.0,250,Silver,Kolkata,9,1,20
Sedan,13269,Manual,1,Hyundai,Hyundai Verna,2022,S Plus,0.5160250951201738,Comprehensive,Petrol,5,1497,2022,17.7,113.18,143,Blue,Kolkata,9,2,19
SUV,90000,Manual,1,Mahindra,Mahindra Scorpio,2020,S11,0.5161451839768586,Third Party insurance,Diesel,7,2179,2020,15.4,136.78,319,Others,Kolkata,9,2,21
Sedan,16000,Manual,1,Hyundai,Hyundai Verna,2021,SX,0.5160298986744412,Comprehensive,Petrol,5,1497,2021,17.7,113.18,143,Red,Kolkata,9,2,20
Sedan,60000,Manual,1,Honda,Honda City,2021,V MT,0.5159722560232325,Third Party insurance,Petrol,5,1497,2021,17.4,117.6,145,Others,Kolkata,9,3,23
Sedan,47114,Manual,2,Honda,Honda City,2010,1.5 V MT,0.5158341538380449,Comprehensive,Petrol,5,1497,2010,17.0,0.0,0,Golden,Kolkata,9,3,24
Sedan,50000,Manual,2,Honda,Honda City,2014,i VTEC V,0.5158831498513946,Third Party insurance,Petrol,5,1497,2014,17.4,117.3,145,Others,Kolkata,9,3,30
Sedan,50000,Manual,2,Honda,Honda City,2014,i VTEC V,0.5158831498513946,Third Party insurance,Petrol,5,1497,2014,17.4,117.3,145,Others,Kolkata,9,3,30
Hatchback,50000,Manual,2,Ford,Ford Figo,2011,Petrol EXI,0.515825747618077,Third Party insurance,Petrol,5,1196,2011,15.6,70.0,102,Others,Kolkata,8,3,26
Hatchback,20000,Manual,1,Chevrolet,Chevrolet Spark,2012,1.0 LT,0.5158281493952106,Third Party insurance,Petrol,5,995,2012,16.2,62.1,90,Others,Kolkata,9,3,21
Hatchback,41424,Manual,2,Honda,Honda Brio,2013,EX MT,0.5158317520609111,Third Party,Petrol,5,1198,2013,19.4,86.8,109,Silver,Kolkata,9,3,24
Hatchback,23829,Manual,2,Maruti,Maruti Alto 800,2020,VXI BSVI,0.5158684992510567,Comprehensive,Petrol,5,796,2020,22.05,47.33,69,Red,Kolkata,9,2,19
Sedan,44199,Manual,1,Honda,Honda City,2019,i-VTEC V,0.5159419936313479,Third Party,Petrol,5,1497,2019,17.4,117.6,145,Silver,Kolkata,9,3,31
Sedan,40000,Manual,1,Hyundai,Hyundai Verna,2018,VTVT 1.6 SX,0.5159698542460988,Third Party insurance,Petrol,5,1591,2018,17.0,121.3,151,Red,Kolkata,9,2,25
SUV,55625,Manual,1,Ford,Ford Ecosport,2015,1.0 Ecoboost Titanium,0.5158783465373049,Third Party,Petrol,5,999,2015,18.88,123.37,170,White,Kolkata,9,3,31
Hatchback,29230,Manual,1,Maruti,Maruti Wagon R,2015,VXI BS IV,0.5158519269888342,Comprehensive,Petrol,5,998,2015,20.51,67.04,90,Silver,Kolkata,9,3,27
Sedan,30000,Manual,1,Maruti,Maruti Swift Dzire,2017,LXI 1.2 BS IV,0.5159038053749221,Third Party insurance,Petrol,5,1197,2017,22.0,81.8,113,Others,Kolkata,7,4,26
Hatchback,25152,Manual,1,Volkswagen,Volkswagen Polo,2019,1.0 MPI Trendline,0.5159002024690439,Comprehensive,Petrol,5,999,2019,17.74,75.1,95,White,Kolkata,8,3,27
Sedan,52224,Automatic,1,Audi,Audi A3,2020,35 TDI Premium Plus,0.5162580675021423,Comprehensive,Diesel,5,1968,2020,20.38,143.0,320,Red,Kolkata,9,3,29
Sedan,62665,Manual,1,Maruti,Maruti Swift Dzire,2012,VXI,0.5158471234345668,Comprehensive,Petrol,5,1197,2012,22.41,88.5,113,Silver,Kolkata,9,3,18
Hatchback,76800,Manual,1,Maruti,Maruti Wagon R,2014,VXI BS IV,0.5158432805911529,Comprehensive,Petrol,5,998,2014,20.51,67.04,90,Brown,Kolkata,9,3,27
SUV,80000,Manual,1,Honda,Honda WR-V,2017,i-VTEC VX,0.5159218187034248,Third Party insurance,Petrol,5,1199,2017,17.5,88.7,110,Others,Kolkata,9,3,26
SUV,37833,Manual,2,Ford,Ford Ecosport,2016,1.5 Petrol Titanium,0.5159002024690439,Comprehensive,Petrol,5,1496,2016,15.9,120.69,149,Silver,Kolkata,9,3,27
Hatchback,40000,Manual,1,Maruti,Maruti Alto 800,2015,VXI,0.515849765389414,Third Party insurance,Petrol,5,796,2015,22.74,47.3,69,Others,Kolkata,9,3,27
SUV,72000,Automatic,2,Land Rover,Land Rover Freelander 2,2012,HSE SD4,0.5160106842171939,Third Party insurance,Diesel,5,2179,2012,12.35,187.74,420,Black,Kolkata,9,3,27
Sedan,30000,Automatic,1,Hyundai,Hyundai Elantra,2018,2.0 SX Option AT,0.5161139608741205,Third Party insurance,Petrol,5,1999,2018,14.62,149.92,192,Others,Kolkata,9,2,27
Sedan,80000,Manual,2,Hyundai,Hyundai Xcent,2014,1.1 CRDi S Option,0.515849765389414,Third Party insurance,Diesel,5,1120,2014,24.4,71.01,180,Others,Kolkata,9,3,28
Sedan,30000,Automatic,1,Hyundai,Hyundai Elantra,2018,2.0 SX Option AT,0.5161379786454575,Third Party insurance,Petrol,5,1999,2018,14.62,149.92,192,Others,Kolkata,9,2,27
Hatchback,90000,Manual,2,Volkswagen,Volkswagen Polo,2014,1.2 MPI Highline,0.5158473636122802,Third Party insurance,Petrol,5,1198,2014,16.47,74.0,110,Blue,Kolkata,9,3,31
MUV,113000,Manual,1,Toyota,Toyota Innova,2014,2.5 G (Diesel) 7 Seater,0.5159578453604303,Third Party insurance,Diesel,7,2494,2014,12.99,100.6,200,Silver,Kolkata,8,3,27
Sedan,90000,Manual,2,Honda,Honda Civic,2012,1.8 V MT,0.5158617742750824,Third Party insurance,Petrol,5,1799,2012,14.8,130.2,171,Others,Kolkata,9,3,28
Hatchback,92202,Manual,1,Maruti,Maruti Swift,2013,VDI,0.5158488046785604,Third Party,Diesel,5,1248,2013,22.9,74.0,190,Silver,Kolkata,9,3,31
Hatchback,79783,Manual,2,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Sportz BSIV,0.51586801889563,Third Party insurance,Petrol,5,1197,2018,18.9,81.86,0,Orange,Kolkata,9,3,26
Sedan,10000,Manual,1,Honda,Honda City,2022,ZX MT,0.5161137206964072,Third Party insurance,Petrol,5,1498,2022,18.6,119.35,145,Others,Kolkata,9,3,23
Sedan,23227,Manual,2,Maruti,Maruti Swift Dzire,2021,ZXI Plus BSVI,0.515943434697628,Third Party insurance,Petrol,5,1197,2021,22.41,88.5,113,Others,Kolkata,9,3,20
Sedan,3089,Manual,3,Maruti,Maruti Ciaz,2019,Sigma BSIV,0.5159491989627489,Third Party,Petrol,5,1462,2019,21.56,103.25,138,Red,Kolkata,9,3,24
Sedan,28546,Manual,1,Honda,Honda Amaze,2019,V Petrol,0.5159218187034248,Third Party insurance,Petrol,5,1199,2019,18.6,88.76,110,Golden Brown,Kolkata,9,3,25
Hatchback,85435,Manual,1,Hyundai,Hyundai Grand i10,2016,Asta Option,0.5158598528533754,Third Party,Petrol,5,1197,2016,18.9,82.0,114,Orange,Kolkata,9,3,28
Sedan,20000,Automatic,2,Porsche,Porsche Panamera,2016,Diesel,0.5169786006422514,Third Party insurance,Diesel,5,2967,2016,17.85,300.0,650,Black,Kolkata,9,3,28
Hatchback,83124,Manual,2,Honda,Honda Brio,2012,V MT,0.5158276690397839,Comprehensive,Petrol,5,1198,2012,19.4,86.8,109,Silver,Kolkata,9,3,26
Sedan,87859,Manual,2,Toyota,Toyota Etios,2014,G,0.5158447216574331,Third Party,Petrol,5,1496,2014,16.78,88.73,132,Others,Kolkata,9,3,24
Sedan,65000,Manual,1,Honda,Honda City,2017,i DTec VX,0.5159218187034248,Third Party insurance,Diesel,5,1498,2017,26.0,98.6,200,Brown,Kolkata,9,3,30
SUV,50000,Automatic,1,Mahindra Ssangyong,Mahindra Ssangyong Rexton,2018,RX7,0.5161259697597891,Third Party insurance,Diesel,7,2696,2018,11.18,184.0,402,Black,Kolkata,9,3,26
Sedan,80000,Manual,3,Toyota,Toyota Etios,2012,G,0.5158317520609111,Third Party insurance,Petrol,5,1496,2012,17.6,88.73,132,Others,Kolkata,0,2,15
Hatchback,25000,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,0.5158737831607508,Comprehensive,Petrol,5,1197,2018,18.9,81.86,0,Red,Kolkata,9,3,26
Sedan,120000,Manual,1,Hindustan Motors,Ambassador,2014,Encore BSIV,0.5158065334010073,Third Party insurance,Diesel,0,1995,2014,12.8,0.0,106,Yellow,Kolkata,0,0,9
Hatchback,3000,Manual,1,Hyundai,Hyundai i20,2019,Petrol Spotz,0.5159278231462591,Comprehensive,Petrol,5,1197,2019,18.6,81.86,0,Grey,Kolkata,9,3,26
Hatchback,37001,Manual,1,Hyundai,Hyundai Grand i10,2018,Magna,0.5158701804950503,Comprehensive,Petrol,5,1197,2018,18.9,81.86,0,Grey,Kolkata,9,3,25
Hatchback,39000,Manual,1,Maruti,Maruti Swift,2013,VXI,0.5158581716093819,Comprehensive,Petrol,5,1197,2013,18.6,85.8,114,Red,Kolkata,8,3,31
Sedan,20000,Automatic,1,Honda,Honda City,2020,ZX CVT,0.5160142871230722,Third Party insurance,Petrol,5,1497,2020,17.4,117.6,145,Black,Kolkata,9,3,31
Sedan,103033,Manual,3,Hyundai,Hyundai Xcent,2015,1.1 CRDi Base,0.5158428002357262,Third Party,Diesel,5,1120,2015,24.4,71.0,180,Others,Kolkata,8,3,26
Hatchback,25968,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz Option,0.5158932373153561,Comprehensive,Petrol,5,1197,2017,18.9,81.86,0,Silver,Kolkata,9,3,26
Hatchback,150000,Manual,2,Maruti,Maruti Wagon R,2004,LXI,0.0,Third Party insurance,Petrol,5,998,2004,18.9,67.1,90,Yellow,Kolkata,8,3,25
Hatchback,11798,Manual,1,Maruti,Maruti Wagon R,2020,ZXI 1.2,0.5159110107063232,Third Party,Petrol,5,1197,2020,20.52,81.8,113,Silver,Kolkata,9,3,25
Sedan,65814,Manual,1,Volkswagen,Volkswagen Ameo,2017,1.2 MPI Highline Plus,0.515880988492152,Third Party,Petrol,5,1198,2017,17.0,73.75,110,White,Kolkata,9,2,28
SUV,69007,Manual,1,Kia,Kia Seltos,2021,HTX G,0.5160659253314466,Comprehensive,Petrol,5,1497,2021,16.8,113.43,144,White,Kolkata,9,2,22
Hatchback,71420,Manual,1,Maruti,Maruti Swift,2012,VDI,0.5158464029014267,Comprehensive,Diesel,5,1248,2012,22.9,74.0,190,Blue,Kolkata,9,3,31
Hatchback,10000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2021,Asta,0.5159410329204944,Third Party insurance,Petrol,5,1197,2021,20.7,81.86,0,Blue,Kolkata,9,2,19
Hatchback,9817,Manual,1,Datsun,Datsun RediGO,2020,T,0.515861534097369,Comprehensive,Petrol,5,799,2020,20.71,53.64,72,Silver,Kolkata,9,3,22
Hatchback,124206,Manual,2,Maruti,Maruti Celerio,2018,ZXI,0.5158610537419422,Comprehensive,Petrol,5,998,2018,25.24,65.71,89,White,Kolkata,9,2,20
Hatchback,50000,Manual,2,Maruti,Maruti Zen,2002,LXI,0.0,Third Party insurance,Petrol,5,993,2002,17.3,0.0,78,Others,Kolkata,5,3,23
Hatchback,50000,Manual,2,Maruti,Maruti Wagon R,2009,LXI Minor,0.5158077342895743,Third Party insurance,Petrol,5,1061,2009,18.9,67.0,84,Others,Kolkata,8,3,25
SUV,1062,Automatic,1,Renault,Renault Kiger,2023,RXT AMT,0.5159662515803982,Comprehensive,Petrol,5,999,2023,19.03,71.01,96,Silver,Kolkata,9,2,20
Hatchback,10000,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Magna BSIV,0.5158953991549542,Third Party insurance,Petrol,5,1197,2018,18.9,81.86,0,Others,Kolkata,9,3,26
MUV,10000,Manual,1,Toyota,Toyota Innova Crysta,2019,2.4 GX MT BSIV,0.5161860141881315,Third Party insurance,Diesel,7,2393,2019,13.68,147.8,343,Others,Kolkata,9,3,29
Hatchback,20000,Manual,1,Hyundai,Hyundai Grand i10,2015,Sportz,0.5158617742750824,Third Party insurance,Petrol,5,1197,2015,18.9,82.0,114,Others,Kolkata,9,3,26
Sedan,68000,Manual,1,Honda,Honda City,2015,i DTEC V,0.5158737831607508,Third Party insurance,Diesel,5,1498,2015,26.0,98.6,200,Brown,Kolkata,9,3,30
Hatchback,65000,Manual,1,Volkswagen,Volkswagen Polo,2016,1.2 MPI Comfortline,0.5158653769407829,Third Party,Petrol,5,1199,2016,16.2,74.0,110,Silver,Kolkata,9,3,29
Hatchback,30000,Manual,2,Maruti,Maruti Swift,2016,LXI Option,0.5158737831607508,Third Party insurance,Petrol,5,1197,2016,20.4,81.8,113,Others,Kolkata,8,3,27
Hatchback,60000,Manual,2,Hyundai,Hyundai EON,2016,Era Plus,0.5158389571521346,Third Party insurance,Petrol,5,814,2016,21.1,55.2,74,White,Kolkata,8,3,26
Sedan,45699,Automatic,2,Maruti,Maruti Swift Dzire,2017,AMT ZXI Plus,0.5159220588811382,Third Party,Petrol,5,1197,2017,21.21,81.8,113,Blue,Kolkata,9,3,28
Hatchback,81575,Manual,1,Hyundai,Hyundai i10,2011,Sportz,0.5158295904614909,Comprehensive,Petrol,5,1197,2011,20.36,78.9,111,Silver,Kolkata,9,2,27
Sedan,42000,Automatic,1,Honda,Honda City,2017,i VTEC CVT VX,0.5159386311433607,Comprehensive,Petrol,5,1497,2017,18.0,117.3,145,golden brown,Kolkata,9,3,30
Sedan,32092,Manual,1,Hyundai,Hyundai Verna,2018,VTVT 1.4 EX,0.5159503998513159,Comprehensive,Petrol,5,1368,2018,19.1,98.6,132,Black,Kolkata,9,2,23
Hatchback,65916,Manual,3,Hyundai,Hyundai Santro Xing,2010,GL,0.5158118173107015,Third Party,Petrol,5,1086,2010,0.0,62.0,96,Silver,Kolkata,7,3,29
Sedan,30000,Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2019,Progressive C 220d,0.516546280758186,Third Party insurance,Diesel,5,1950,2019,12.6,194.0,400,Others,Kolkata,9,3,29
SUV,8559,Manual,1,MG,MG Hector,2023,Sharp Diesel MT,0.5162148355137358,Comprehensive,Diesel,5,1956,2023,0.0,167.68,350,Maroon,Kolkata,9,2,21
MUV,50000,Manual,1,Maruti,Maruti Ertiga,2017,SHVS VDI,0.5159578453604303,Third Party insurance,Diesel,7,1248,2017,24.52,88.5,200,Others,Kolkata,9,3,28
SUV,9169,Manual,1,Tata,Tata Punch,2022,Creative Kaziranga Edition,0.5159763390443597,Third Party,Petrol,5,1199,2022,20.09,86.63,115,Green,Kolkata,9,2,19
